Id,Nombre,id_local,x,y
1850,GUSTITO,285045150,446109.56,4475487.46
1851,CAFE SAN MIGUEL CERVECERIA,270409877,434022.62,4470278.58
1852,BAR MAJEAN,270147025,438758.59,4470779.53
1853,R?TULO NO INFORMADO,270269272,439613.62,4480733.56
1854,CAFETERIA BET MAR,280047649,441798.62,4482593.54
1855,CAFE BAR,280048502,443524.62,4484228.52
1856,TELEPIZZA,270130369,439895.62,4481069.55
1857,CAFETERIA MONTECARLO,280048690,441243.64,4484580.55
1858,LAKAFE,280047215,439045.63,4480684.56
1859,CAFETERIA,270520904,445283.57,4476172.47
1860,EL HORNO,270083999,442074.59,4476480.51
1861,EL RINCON DE PELAYO,270525860,442512.58,4474106.51
1862,LA CUCHARA DE PACHI,270287488,441371.6,4479230.53
1863,D?PICNIC,280020758,442665.58,4473654.5
1864,BAR SAN LUCAS BAR,270325031,442376.58,4474617.51
1865,KUBO KING,270059035,442037.58,4473116.51
1866,BURGEN KING - PLAY KING,30000038,443006.58,4474359.5
1867,EL RINCON DE EXTREMADURA,30000416,442451.58,4473138.51
1868,AGRO NATURAL,30001141,442180.58,4472807.51
1869,BAR PUB SEIS PENIQUES,270064560,441528.58,4474188.52
1870,LA TERRAZA DE LA MORDIDA,30001232,442823.58,4473884.5
1871,OKAF? TABERNA GALLEGA,270378527,442013.58,4475022.51
1872,LA DIVINA DE GOYA,270451538,442954.58,4475123.5
1873,KEBAB SIMANCAS,200001907,446937.56,4475490.45
1874,MESON CAFE ESPA?A,200001348,448128.57,4477470.43
1875,DONDE SIEMPRE,50001237,443290.58,4477075.5
1876,RESTAURANTE,285007337,441732.6,4478748.52
1877,COVENT GARDEN,270094179,441664.6,4479154.53
1878,VINOTECA EL CALDERO,270432261,442223.58,4472663.51
1879,BAR MI CASI?A,270193942,442185.58,4472945.51
1880,TACAZZO,270363195,442636.58,4474270.5
1881,A RIBEIRA SACRA,270442765,442425.58,4473152.51
1882,LA TABERNA DE O'DONELL,270476098,442898.58,4474729.5
1883,BAR SANCHIS,270063437,442373.58,4474629.51
1884,NAPOLI,270059189,442180.58,4472890.51
1885,MESON RESTAURANTE EL HORREO,270443300,443538.58,4475193.49
1886,EL TREN DE ARGANDA,270066227,443056.58,4474200.5
1887,FRUTAS PARRA VERDURAS,270192168,442938.58,4474211.5
1888,AGORA,280060411,447806.53,4470172.42
1889,CAFETERIA-CERVECERIA BOKATA,270297197,440802.56,4469133.51
1890,BAR DE TAPAS,280042470,435456.62,4471215.56
1891,CAFETERIA CRIS CERVECERIA,285019423,434793.63,4471955.57
1892,BAR RESTAURANTE SUSHICOME,270526046,442770.63,4484030.53
1893,CAFETERIA ALTAMIRA,270129497,440266.62,4480625.55
1894,CHOCOLATERIA CAFETERIA DEL RINCON CHURRERIA,280059481,444613.55,4470263.47
1895,CAFEOTECA,90000536,438781.6,4474910.54
1896,LOS CASTA?OS II,280018665,441316.58,4470860.52
1897,THE GREEN CORNER,270475981,435007.62,4471146.57
1898,BISTRO URQUIJO,270136070,438861.61,4475660.55
1899,GONZALO FIDALGO LLAMAZARES,285003785,439876.6,4474990.53
1900,TABERNA EL COCODRILO,280003411,443029.58,4476371.5
1901,"CHURRERIA CAFE DE LAS FLORES, SL",285032893,448251.52,4468900.41
1902,TUPIZZA RETIRO S.L.,270063013,442668.58,4474266.5
1903,TWIN PIZZA,285006378,442765.57,4473188.5
1904,BAR LOS CARRETEROS,270161766,445616.55,4471120.46
1905,CERVECERIA 100 MONTADITOS,30001337,443074.57,4473154.5
1906,CIEN PIZZITAS,280023414,442611.59,4478607.51
1907,LA TARANTELLA,50000178,441888.6,4478814.52
1908,CAFETERIA CERVECER?A BLANCO Y NEGRO,285017396,438082.6,4473625.55
1909,SENY,40002334,443189.58,4475415.5
1910,EL ASADOR DE ARANDA,270084203,441940.59,4476283.52
1911,OYAMEL,280002476,442820.58,4475094.5
1912,SO?A,270083280,442350.58,4476051.51
1913,LA TITA RIVERA,285002981,440589.59,4474875.53
1914,TAPA MONTERA,280011478,440451.59,4474565.53
1915,BAR TIMON,270376765,439613.6,4473857.53
1916,LA CALETA,285027809,435780.58,4468157.55
1917,ELAING,180000508,447300.53,4469892.43
1918,EL REY DE COPAS,270298509,448560.53,4470097.41
1919,SIDRER?A ASGAYA,285032166,448374.53,4470598.41
1920,VIPS,40001374,442355.58,4475165.51
1921,MAKKILA,270326502,442109.58,4475789.51
1922,CERVECER?A C. MART?N,280048108,441439.63,4483699.55
1923,TABERNA LA FELIPA,285016681,441144.63,4484231.55
1924,BAR RESTAURANTE CASA MARIANO,270245427,440975.57,4470221.52
1925,DONNER KEBAB POLLO ASADO,280051063,440256.58,4471118.52
1926,"RESTAURANTE CAFETERIA JOSMA (LOCAL 9A, 9B Y 10)",280065692,445337.58,4477653.47
1927,EZARO,40001499,443376.58,4475318.5
1928,BAR ECLIPSE,280042920,435365.62,4472161.57
1929,OLE T?,285043819,444115.58,4475836.49
1930,LE PETIT RESTAURANT,60001372,441691.61,4480548.53
1931,BAR ARTAJONA,270137856,439143.62,4479546.56
1932,BAR CHIGAR,270150152,436848.6,4471205.55
1933,ADEREZO 37,280044390,438933.61,4475655.54
1934,KEBABISH,100001617,437267.61,4473525.55
1935,LA PARRILLA,280073837,446842.56,4474501.45
1936,LA CASA DEL ABUELO,270439995,442219.58,4475173.51
1937,MAKKILA,270315662,441790.59,4476293.52
1938,LA BOIGA,280004026,442310.58,4476222.51
1939,BEER & GRILL CERVEZA BRASA,90000305,439312.61,4477834.55
1940,BAR RESTAURANTE JESUS,270354171,442999.58,4476378.5
1941,TELEPIZZA,270083264,442347.58,4476016.51
1942,VERGARA 97,40001805,442380.59,4476486.51
1943,DISCOMAR,285001516,439453.6,4473562.53
1944,RESTAURANTE PISCO 41,280007445,439609.6,4474170.53
1945,R?TULO NO INFORMADO,270552682,440927.59,4475192.52
1946,RESTAURANTE MESON CARDE?A,270043413,440386.59,4473997.53
1947,GOYESCA II,270527579,443206.58,4474739.5
1948,PEPE NERO,270135489,438942.61,4475572.54
1949,VUKATA,280042483,435327.62,4471050.56
1950,MONTE MUNIELLOS,285018878,436137.61,4471793.56
1951,BAR,280060468,448489.53,4470071.41
1952,PANARIA,270518645,441721.6,4478417.52
1953,BAR SIRIO 28,270061784,443661.57,4473698.49
1954,RIC?N DE ATI,280007488,439894.59,4474075.53
1955,EL PIMIENTO VERDE,280012122,439816.59,4474066.53
1956,BAHIA NEGRA,270097529,441817.61,4480133.53
1957,ARCADE,50001782,443424.58,4477440.5
1958,LE CAFE,40002062,441494.59,4474796.52
1959,EL JARD?N DEL AZOGUEJO,270165770,443994.57,4473508.49
1960,SIN R?TULO,10003486,440472.59,4475407.53
1961,LA CASA DE LA CERVEZA,270080106,442884.58,4475943.5
1962,GREEN,40000087,441696.59,4476063.52
1963,JUICY AVENUE,270539664,441775.59,4476537.52
1964,BOTILLO,270084588,441717.59,4476479.52
1965,LE PAIN QUOTIDIEN,270533722,441659.59,4475365.52
1966,MOJA Y PICA,280016898,440424.59,4472195.52
1967,ODDS,270512072,441790.59,4476311.52
1968,M?S QUE PINTXOS,290000334,441691.6,4478706.52
1969,TOMATE EL PLACER,270529449,446935.57,4476568.45
1970,CAFETERIA PROSPERIDAD,270021711,442763.59,4477296.51
1971,BAR RESTAURANTE LA ?ORA,270405611,442302.53,4467232.49
1972,LA BODEGA DEL OSO,270271404,442058.59,4476240.51
1973,GRANIER,280017498,440432.59,4472910.53
1974,LAMBUZO,270518773,442504.58,4474136.51
1975,EL HORNO DE LA  ABUELA,30001333,442396.58,4472586.51
1976,SILVELA 77,270079141,442598.58,4476426.51
1977,BAR-RESTAURANTE,280045244,433374.65,4477455.61
1978,RESTAURANTE CASA LUCIANO,10001751,441217.58,4473400.52
1979,TASCA LA FARMACIA,270299911,441923.59,4476283.52
1980,BAR TRUJILLO,285042644,448175.56,4475806.43
1981,ESBARDOS,280004004,441820.59,4476146.52
1982,BAR BLAZQUEZ CERVECERIA,270166272,445813.55,4472727.46
1983,CAFETERIA VENECIA,170001309,441595.54,4467577.5
1984,UNIVERSO KEBAB,280072202,445824.57,4476408.46
1985,LA SANTA TAPA,280072266,445489.57,4476857.47
1986,LA VENTURITA,110003236,438183.59,4470928.54
1987,BAR ALTOZANO,270438304,438693.59,4471528.54
1988,ESPACIO NUEVO AZUL,280009793,440957.59,4474901.52
1989,CASA ORLANDO,270367979,440210.59,4474041.53
1990,AJI LIMON,280072487,445325.57,4476279.47
1991,DORO'S BRISTRO,270053061,439969.59,4474037.53
1992,VIPS Y GINOS PRINCESA,270134297,439489.6,4475182.54
1993,TXIRIMIRI,30000554,442694.58,4474412.5
1994,DE TAPAS,270477122,439594.62,4480730.56
1995,R?TULO NO INFORMADO,270034584,439491.62,4480806.56
1996,DUNKIN COFFEE,60002172,440342.61,4478075.54
1997,PECADITOS,280010004,440894.59,4475281.52
1998,R?TULO NO INFORMADO,280010205,440454.59,4475531.53
1999,LOLA & CO,280009965,440912.59,4474898.52
2000,BAR CAFETERIA,270451058,448490.55,4474889.42
2001,CERVECERIA 100 MONTADITOS,280011953,440116.59,4474170.53
2002,ANTOINETTE,280011308,440048.59,4474586.53
2003,BAR BARRASA,130001430,445967.55,4471496.45
2004,VE-GA BAR,40002177,442407.58,4476013.51
2005,CAFETERIA CARBALLO,280054157,436700.6,4470822.55
2006,EL MONTE ARARAT,270533478,433440.65,4478103.61
2007,MERCADO PROVENZAL,90000087,439161.6,4475784.54
2008,DE TAPEO,285032788,447308.52,4468544.43
2009,BAR RIAZOR,110003419,439845.59,4471609.53
2010,PI,270526772,439630.61,4478760.55
2011,LA GALERIA,280056075,435780.58,4468152.55
2012,TABERNA ROBERT,270161855,445540.55,4471122.46
2013,ARRIVEDERCCI ROMA,270483414,442413.58,4474475.51
2014,ESPADA DA TOMASO,270063056,442695.58,4474380.5
2015,TABERNA EL REFECTORIO DE IBIZA,270526975,443132.58,4474349.5
2016,EL LOFT,280007643,439819.59,4473558.53
2017,CBADA,280007641,439765.59,4473583.53
2018,LA FLACA CARNE DE VACA,285001409,439773.59,4473585.53
2019,ROSCAFFE,280031118,440809.61,4479547.54
2020,TECKEL,270492003,442302.59,4478137.52
2021,POMODORO,50002004,441700.6,4478078.52
2022,LA ESTRELLA,270487530,443714.57,4473822.49
2023,CAFETERIA RINCON DE JAVI,270356859,434650.63,4471951.58
2024,CERVECERIA DEDIEGO,280043334,434377.62,4470039.57
2025,HARINA,285002969,440574.59,4474939.53
2026,RESTAURANTE GRIEGO HERCULES,280008491,440478.59,4473136.53
2027,GINOS,30000710,443165.57,4473879.5
2028,CAFETERIA GEMINIS,270441221,445459.55,4470689.46
2029,MANOLO BAKES,40002846,442748.58,4475876.5
2030,MAURA,285006201,441389.59,4474239.52
2031,LA COPICHUELA,280046738,438574.63,4481206.57
2032,PERFIL 34,285000147,442329.58,4475308.51
2033,CAFETERIA VENECIA,80000933,441889.62,4482744.54
2034,EL VIEJO ALMACEN DE BUENOS AIRES,270435106,438694.63,4481398.57
2035,BAR PAMER,270473160,439361.63,4481028.56
2036,MARIORCA,270558145,443458.59,4477598.5
2037,BIRLOQUE,270417349,439586.63,4481038.56
2038,MALLORCA,270067158,441606.59,4474743.52
2039,R?TULO NO INFORMADO,280054640,437612.6,4471260.54
2040,CAF? Y T?,270086120,441754.6,4478118.52
2041,OASIS NEGRO,285033868,443832.55,4469429.48
2042,FABORIT,270416883,442683.61,4480630.52
2043,BABUDES,270528044,443409.58,4477361.5
2044,CAFETERIA CAUCA,200001182,449000.55,4475487.41
2045,EL RINCON DELOS TOREROS CAFE DE AQUITANIA,200000878,448036.55,4474619.43
2046,CAFE CARMEN,270394017,440239.59,4474426.53
2047,CAFE DE MAHON,270399062,440241.6,4475420.53
2048,R?TULO NO INFORMADO,280007704,439621.59,4473708.53
2049,VIENA CAPELLANES,270069483,442021.58,4475187.51
2050,PASTELERIA CAFETERIA SECOYA,270555574,435143.6,4469401.56
2051,BAR LUCANO,270027998,448192.56,4476541.43
2052,BAR DE PALMERO,280022717,441598.6,4479211.53
2053,EL RELOJ DE ARENA,270277609,441545.59,4477523.52
2054,EL BARUCO DE ANA,285007186,442793.59,4478266.51
2055,LA BOMBA BISTRO,270094850,441843.6,4479328.53
2056,CERVECERIA CAFETERIA LOS ASTURIANOS,280058166,443905.56,4471544.48
2057,PE?ACRUZ,270448968,440502.59,4475367.53
2058,BAR ROTONDA  DE PE?ARANDA,180001056,448409.52,4469155.41
2059,CERVECERIA GAMBRINUS MIRASIERRA,80000711,439079.63,4482023.57
2060,RINCON DE SALVA,280047633,441334.62,4481926.54
2061,EL CHORRON BAR-RESTAURANTE,270542485,438814.63,4481879.57
2062,MONCAYO,280072387,445336.57,4476305.47
2063,AIREN,270497894,444719.58,4477772.48
2064,EVA PIZZERIA,150002107,445424.57,4476008.47
2065,CAFETERIA RESTAURANTE DON ANTONIO,110002229,436050.59,4469140.55
2066,BAR MANZANARES,110001428,439490.59,4472022.53
2067,LA TABLA,270538659,435665.59,4468151.55
2068,CAFETERIA,280011328,439963.6,4474507.53
2069,SABOR EXTREMO,100000171,434855.62,4470615.57
2070,RESTAURANTE PUERTO MAIOR,270557600,442319.57,4471766.51
2071,CARBON NEGRO,40000274,442484.58,4476019.51
2072,CAFETERIA MONTESINOS,20000694,439102.6,4472897.54
2073,LAS TAPAS DE BACALAO,20000722,441697.57,4470839.51
2074,BAR LA LEONESA,270052715,449496.57,4477630.41
2075,MILOS RESTAURANTE GRIEGO,40001766,443014.58,4475929.5
2076,CERVECERIA NABOR,270141476,436043.62,4473077.56
2077,BAR RESTAURANTE DON MARIO,110004192,436127.6,4469740.55
2078,DONER KEBA PURFA,270184455,447318.53,4469672.43
2079,PIZARRA BAR,270286343,443452.58,4477567.5
2080,CAFE COMERCIAL,270475488,440448.6,4475573.53
2081,CERVECERIA EMPERADOR,270452986,436228.59,4469589.55
2082,CAFETERIA BAR NUMANCIA,60003023,439676.61,4478566.55
2083,LA ROTISSERIA,285032930,449789.51,4468033.39
2084,PIZZERIA ABOCA,280066912,446195.57,4477188.46
2085,TONY ROMA'S,270174918,441725.6,4478120.52
2086,EL RINCON DE ARTURO,270062824,442559.58,4474243.51
2087,TERRUCA,270400547,442747.58,4475856.5
2088,LA MANJERIA,270469248,443403.58,4477337.5
2089,ILLUNBE,280022653,441561.6,4479037.53
2090,CENTRO DE ELIMINACION DE PIOJOS Y LIENDRES,270096926,441900.6,4479967.53
2091,EL RINCON DE ELI,270301676,434367.63,4472239.58
2092,CAFETERIA RESTAURANTE ANDUJAR,270331451,441408.59,4474520.52
2093,CERVECERIA AROCA,100001177,434331.62,4470092.57
2094,RESTAURANTE DONATE,270527869,439561.61,4477863.54
2095,LA DOMINGA,280012010,440326.59,4475195.53
2096,EL RINCON DE ELSA,270541446,444120.58,4476133.49
2097,CAFETERIA CANDILEJAS,270397482,441619.59,4475335.52
2098,CAFETERIA LA NUEVA POCHA,280054729,438197.59,4470888.54
2099,ROYAL THAI -RESTAURANTE TAILAND?S,280048661,443145.63,4484725.53
2100,FRANK AND FURT,40002435,442899.58,4475046.5
2101,BAR CAROLINA,270537986,448805.54,4472423.41
2102,EL GATO Y LA ALMENDRA,285005706,441989.58,4471994.51
2103,LA PESCADERIA,270549438,440354.59,4474931.53
2104,HOME BURGER BAR,280011216,440137.6,4474827.53
2105,BAR CANALES,270040862,440033.59,4473175.53
2106,LA ESQUINA,270329773,439793.6,4474134.53
2107,LA TAPERIA,10001062,441128.59,4473776.52
2108,TURKANA BAR,270495697,439630.6,4473934.53
2109,VIPS,280009473,440677.59,4474399.53
2110,RESTAURANTE AMBAL,10003397,439916.59,4474140.53
2111,NUEVO CAFE BARBIERI,285002387,440528.59,4473422.53
2112,SAN GINES,285004160,440005.59,4474254.53
2113,LA TORRE DEL ORO,270220318,439959.59,4474146.53
2114,EBOLI,270350674,439951.59,4474058.53
2115,CAFE LOS ARCOS BAR,10000150,440044.59,4474063.53
2116,RESTAURANTE LIANA,270220309,440048.59,4474081.53
2117,EL GATO NEGRO,280011615,440063.59,4474146.53
2118,RESTAURANTE  HEGAR,270239118,440048.59,4474096.53
2119,"TIENDA DE SOUVENIRS, REGALOS Y COMPLEMENTOS",270553478,440047.59,4474064.53
2120,EURO DONER ISTANBUL,10001817,441091.59,4473515.52
2121,TERRA ANOSA,270538187,439877.59,4474116.53
2122,LOS AMIGOS RESTAURANTE,280011326,439944.6,4474499.53
2123,CERVACERIA 100 MONTADITOS,270444103,440972.59,4474149.52
2124,RESTAURANTE SOBRINO DE BOTIN,270309047,439933.59,4473969.53
2125,LA GUSTAVA,270043216,440613.59,4473917.53
2126,TOPOLLINO,270287246,439961.6,4474601.53
2127,ZENITH,280010473,440481.59,4474882.53
2128,SURYA,280011218,440146.59,4474728.53
2129,DIA MARKET,270332037,442538.58,4474424.51
2130,BAR MESON GONZALEZ,270143210,435247.62,4471465.57
2131,RESTAURANTE GALLEGO,270248076,441290.62,4481908.54
2132,FURUSATO,60002855,440904.6,4478022.53
2133,KEBAB PALACE,40001922,442537.58,4475085.51
2134,LATERAL,280000354,441671.59,4476098.52
2135,BAR LOS BARRILES,270244067,447410.52,4469395.43
2136,BAR CERVECERIA ARRUZA,270141748,436152.61,4470737.56
2137,BODEBAS ?LVARO,270141439,436142.62,4473179.56
2138,CAFETERIA CALERO CERVECERIA,270378495,444602.55,4470576.47
2139,BAR LOS ARCOS,270456353,441604.52,4465994.5
2140,KOFE KORNER,30000146,441440.58,4473831.52
2141,LIMA-LIM?N,30000587,442821.58,4473935.5
2142,"FRANQUICIA O'DONNELL 17, S.L.",270483614,442425.58,4474797.51
2143,RESTAURANTE PUNTO B?SICO,280044413,439030.61,4475694.54
2144,SIN ESPECIFICAR,280018206,440939.58,4472757.52
2145,BAR EL BUEN GUSTO,270212800,445113.57,4476129.47
2146,CAFETERIA HOTEL CLARIDGE,270016955,443199.57,4473073.5
2147,CERVECERIA CASA PUEBLA,270529221,441629.6,4477994.52
2148,BAR-RESTAURANTE,280021288,442266.59,4476916.51
2149,VIABANA  BAR-RESTAURANTE,270225103,441561.6,4477886.52
2150,CAFETERIA ARES CERVECERIA,100001259,436773.61,4472283.55
2151,NAIF,270546556,440462.59,4475096.53
2152,CON A CHE,290000160,440472.59,4475072.53
2153,BAR RESTAURANTE,285001292,439768.6,4474191.53
2154,AREPA OLE,270311997,440064.59,4474117.53
2155,CAFE ALMA BAR,270530926,440811.59,4473516.52
2156,PIZERIA VIA APPIA,10003554,439722.6,4474364.53
2157,JUST WALKIN BAR RESTAURANTE,285032748,448090.52,4468833.42
2158,BAR LA AMISTAD,270034452,440733.59,4472572.52
2159,QDELEITE,280048619,440062.64,4483873.56
2160,LA MALAGUE?A,280047341,439532.62,4480790.56
2161,BAR LA CABA?A,280047386,439689.62,4480697.55
2162,BAR EL BARRIO,270549546,435475.62,4471488.56
2163,EL MESTIZO,40001763,441476.59,4474807.52
2164,BAR LA VIA CERVECERIA MARISQUERIA,270491945,438679.59,4470960.53
2165,BAR RESTAURANTE ROSA,285023485,438279.6,4471415.54
2166,CERVECERIA SAMARA,110004123,436443.6,4470163.55
2167,LIZARRAN,270526217,443214.58,4475431.5
2168,CAFETERIA GRAN VIA,280041706,437629.61,4473267.55
2169,EL RINCON DE LAVINIA,270531222,435026.62,4471075.57
2170,EL RINCON DEL PINAR,280073286,443556.61,4481358.51
2171,CAFETERIA SIETE,50001150,,
2172,BABY BEEF RUBAIYAT,280022748,441754.6,4479130.53
2173,LAS CUEVAS DE LUIS CANDELAS,270220280,439919.59,4474041.53
2174,BAR-ASADOR MR. PIPE,280008236,441048.59,4473539.52
2175,BAR PORTO,10002570,440511.59,4473405.53
2176,BACCIU,280023502,442840.59,4478134.51
2177,LA JUNTA,270491866,442556.59,4477357.51
2178,PULPERIA AIRI?OS,200001491,448626.56,4475973.42
2179,ICIAR,270086237,441629.6,4478054.52
2180,EL COTO DEL CASAR,270089409,443293.58,4476970.5
2181,STARBUCKS COFFEE,270558306,441846.61,4480805.53
2182,ESTRELLA DEL SUR,285032709,449063.51,4468277.4
2183,BAR L0S CARACOLES,270039656,439971.59,4473566.53
2184,CERVECERIA ROCAFRIA,270044537,440990.59,4474811.52
2185,CALZADO-COMPLEMENTOS,30000699,443146.58,4474226.5
2186,RESTAURANTE MUI,270552068,440315.59,4474749.53
2187,BAR TELEPESCADITO,280073542,443083.61,4481160.52
2188,LAMBUZO,280011359,439922.6,4474482.53
2189,TOMATES VERDES FRITOS,280008999,440838.59,4473520.52
2190,MUESTRA,285046905,444461.59,4478670.49
2191,BAR,285020337,436242.61,4472426.56
2192,BAR CAFETERIA LOS POETAS,270035701,439173.62,4479995.56
2193,HORNO SAN ANTONIO PASTELERIA CAFETERIA,270378718,438654.6,4474915.55
2194,EL SECRETO DE DORA,280054405,437202.6,4470845.54
2195,MAMMA COOKIE,285032755,448310.52,4469759.41
2196,SIN INDICAR,285032763,450014.51,4468378.38
2197,CAFE,285007245,442844.59,4478784.51
2198,FERRARA GASTRONOMIA,270091147,442590.59,4477812.51
2199,SWAP,50002156,441632.6,4478080.52
2200,CAIXA,270085899,441517.6,4477775.52
2201,VIGA MAR S,270094631,441711.6,4479378.53
2202,LA BARRA DE PELOTARI,270534573,443382.63,4484357.52
2203,TELEPIZZA,285016524,439048.63,4482114.57
2204,BAR CAFE MI HABANA,280047533,440537.62,4480723.54
2205,PLAQUES,285020545,435892.61,4471566.56
2206,BAR LAS HURDES,270525751,436563.61,4471952.55
2207,HONTANARES SA,270352381,440622.59,4474298.53
2208,LA ALEGRIA DE GRANADA,270531006,440961.57,4470440.52
2209,CAFETERIA LA EMBAJADA CERVECERIA,20000865,440580.59,4472472.52
2210,LIDL,270470600,442865.57,4473173.5
2211,CAFETERIA NECTAR,270280735,442794.57,4472927.5
2212,ROTONDA PACIFICO CERVECERIA,270287554,442763.57,4472514.5
2213,MESON DAVID,270457937,442101.58,4472931.51
2214,BAR PALACIN,270405170,443095.56,4470254.49
2215,CAFETERIA MADRID 2,270472782,443100.57,4472966.5
2216,BAR JACI II,270059147,442330.58,4473101.51
2217,BAR ALEMAR RESTAURANTE,280020239,443049.58,4474356.5
2218,ATI - 2,270059010,442124.58,4472919.51
2219,VIENA AZUL,270063607,442656.58,4474575.5
2220,BAR CARRASCO,270209490,447174.56,4475026.44
2221,BAR LA HERRADURA,270415526,437565.61,4473612.55
2222,CERVECERIA VARGAS,280071076,444375.57,4474882.48
2223,BO FINN,270446664,442025.59,4476277.51
2224,BAR BLAZQUEZ,270534717,445735.55,4472573.46
2225,EL PARADOR,30001287,442887.57,4472166.5
2226,EL RATON VAQUERO,270063026,442747.58,4474260.5
2227,CERVECERIA TIRACA?AS,270409301,442940.57,4472193.5
2228,BAR CRISTOBAL,270060704,442931.57,4472226.5
2229,SANT-ARCANGELO,30000782,441439.58,4473861.52
2230,TERRAZA EL BOTANICO,270065002,441356.58,4473812.52
2231,R?TULO NO INFORMADO,270538116,440742.6,4477294.53
2232,PENALTI,280038586,440062.6,4477591.54
2233,BAR AVENIDA,270167559,444820.57,4475357.48
2234,ANGEL SIERRA,270478284,440833.59,4474941.53
2235,R?TULO NO INFORMADO,270156768,439523.58,4470725.53
2236,STOP MADRID,50000762,442116.6,4478859.52
2237,RESTAURANTE MAR Y TIERRA,270230118,442465.59,4478556.51
2238,BAR RESTAURANTE NAGO,50000888,443124.6,4479396.51
2239,SANTAGLORIA,270441800,442482.59,4478426.51
2240,VERMONT,270351484,442972.57,4472800.5
2241,CAFETERIA LA ISLA,270063118,442668.58,4474414.5
2242,EL DON DE BETTY,270062812,442629.58,4474154.5
2243,EL CAPRICHO,70001037,440985.59,4476650.53
2244,LA ESQUINA DE CAVANILLES,270407781,442510.58,4473102.51
2245,BAR LA COLONIA,30000825,442977.57,4473367.5
2246,LA ESQUINA DE TELLEZ,270419949,442229.58,4472676.51
2247,HUERTA Y CALDERO,270404736,443114.58,4474228.5
2248,BAR CARBALLON,270024032,437871.61,4473790.55
2249,LIZETH,270547645,446598.53,4469313.44
2250,ACEYTUNA,280036795,440282.6,4475995.53
2251,CAFETERIA OLIVARES,285015901,441925.62,4482735.54
2252,VOLAPIE,280002136,442575.58,4475022.51
2253,PROVENZAL,270403441,441630.6,4478061.52
2254,BAR RESTAURANTE,50001479,441586.6,4477916.52
2255,EL OBRADOR DEL PINAR,270356911,443582.61,4481361.51
2256,EL SIETE,270551538,,
2257,EL PUNTO,280063787,445637.55,4472554.46
2258,LA ESQUINA DE DANIEL,30001150,442206.58,4472980.51
2259,EL RINCON DEL GATO,30000104,442766.57,4472944.5
2260,CERVECERIA OROMAR II,270493283,445297.54,4470319.46
2261,PIZZA SPRINT,270408654,447295.53,4469519.43
2262,NONINA,270136082,438791.61,4475635.55
2263,BAR BARDO,285027993,445507.56,4473506.46
2264,BAR LOS PINCHOS,270149123,437659.6,4471337.54
2265,CAFE DOC,270542862,435351.62,4471227.56
2266,CAFETERIA RESTAURANTE LAVINIA,100001114,435337.62,4471039.56
2267,BAR EL NOGAL,100001276,436182.61,4471188.56
2268,BAR BARAMBA,285018735,436058.62,4472745.56
2269,CAFETERIA ALTO PARAN?,280042700,434939.62,4471793.57
2270,CAFE LAS AGUILAS BAR,270409876,434699.61,4470052.57
2271,CASA DE ARAGON DE MADRID,270273214,441904.59,4477452.52
2272,LIZARRAN,270095149,441899.6,4478927.52
2273,BAR-RESTAURANTE EL PINCHITO,270301974,443044.58,4477206.5
2274,LA CAZUELA DE SALAMANCA,280021529,443397.58,4477304.5
2275,BEIRUT,270304892,440464.59,4473110.53
2276,ALL U CAN EAT,270438112,440320.59,4474349.53
2277,CAFE DEL PRINCIPE,270348104,440566.59,4474209.53
2278,EL MIAJON DE LOS CASTUOS,280021157,441710.6,4477999.52
2279,FLOREN DE ABASCAL,270328503,441134.59,4476605.52
2280,HOKO,270111450,439479.6,4475971.54
2281,NEW KNAVE,280038874,439759.61,4477367.54
2282,DI BOCCA,70002104,439573.61,4477035.54
2283,PALANTE,270356066,440509.6,4476213.53
2284,KALUA,285011840,440317.6,4475878.53
2285,SIN NOTIFICAR,270116489,440300.6,4475934.53
2286,RESTAURANTE,80000983,443458.63,4484581.52
2287,BAR RESTAURANTE,170001525,440151.54,4466931.51
2288,A DETERMINAR,270534683,440594.6,4476024.53
2289,HUETE,280038192,440475.6,4477129.53
2290,BAR SAINT GERMAIN,270123968,440385.6,4477076.53
2291,RESTAURANTE GALLO,270527325,443884.56,4471431.48
2292,R?TULO NO INFORMADO,280012128,440074.59,4473519.53
2293,CAFETER?A BL?ZQUEZ,270166058,445627.55,4472617.46
2294,KEBAB LAZIKA,270221489,440315.6,4477451.53
2295,LA LLAMA,270419875,439736.61,4477548.54
2296,LA FORNATA,70002443,439213.61,4476727.54
2297,POR DETERMINAR,270557058,441064.59,4475421.52
2298,RELEEEC VISTA GUSTO OIDO,270450329,441387.59,4476351.52
2299,THE LITTLE BIG CAFE,285011473,439552.6,4476307.54
2300,BAR FEMARY,270345116,443037.57,4472318.5
2301,PINOCHO,270066180,443006.58,4474104.5
2302,AVILA BAKE,270059335,442282.58,4472837.51
2303,LOS VI?EDOS MADRID,30000480,442674.57,4473154.5
2304,CAFETERIA BAR  ABRIL,270239864,442805.57,4472919.5
2305,MALLORCA,270069197,441977.59,4475600.51
2306,RESTAURANTE LA MADRE?A,110002812,438974.59,4470928.53
2307,MCDONALDS/LOC 14 Y 15,80001183,,
2308,CAFETERIA RAST,280022729,441654.6,4479397.53
2309,SIN ROTULO,285007187,442794.59,4478286.51
2310,CERVECERIA SAN MARCOS,280021580,443020.59,4477298.5
2311,BAR LA PLACITA,270418346,442272.59,4477094.51
